,wavelength,intensity
0,386.922,792.0
1,387.1124664597978,808.0
2,387.3029278381424,793.0
3,387.49338413346055,789.0
4,387.6838353441789,775.0
5,387.87428146872435,763.0
6,388.0647225055237,771.0
7,388.25515845300373,759.0
8,388.44558930959107,748.0
9,388.6360150737126,755.0
10,388.82643574379506,757.0
11,389.0168513182652,751.0
12,389.20726179554975,744.0
13,389.3976671740756,746.0
14,389.5880674522695,748.0
15,389.77846262855815,734.0
16,389.96885270136835,732.0
17,390.15923766912687,750.0
18,390.3496175302605,748.0
19,390.53999228319594,743.0
20,390.73036192636,736.0
21,390.9207264581795,727.0
22,391.1110858770812,727.0
23,391.30144018149184,731.0
24,391.49178936983816,724.0
25,391.68213344054686,704.0
26,391.8724723920449,712.0
27,392.06280622275904,735.0
28,392.2531349311158,740.0
29,392.44345851554226,748.0
30,392.63377697446504,740.0
31,392.82409030631084,715.0
32,393.0143985095066,711.0
33,393.20470158247895,731.0
34,393.39499952365475,740.0
35,393.5852923314606,729.0
36,393.7755800043235,721.0
37,393.9658625406701,716.0
38,394.15613993892725,705.0
39,394.3464121975216,705.0
40,394.53667931488,713.0
41,394.72694128942925,713.0
42,394.91719811959604,725.0
43,395.10744980380707,732.0
44,395.29769634048927,724.0
45,395.48793772806937,735.0
46,395.6781739649741,746.0
47,395.8684050496303,732.0
48,396.05863098046467,716.0
49,396.248851755904,715.0
50,396.43906737437504,719.0
51,396.62927783430456,709.0
52,396.81948313411937,698.0
53,397.0096832722462,706.0
54,397.1998782471119,719.0
55,397.39006805714314,717.0
56,397.5802527007668,702.0
57,397.7704321764095,688.0
58,397.96060648249806,688.0
59,398.1507756174593,705.0
60,398.34093957972,716.0
61,398.5310983677069,720.0
62,398.7212519798468,736.0
63,398.9114004145664,738.0
64,399.10154367029253,720.0
65,399.29168174545197,728.0
66,399.4818146384714,738.0
67,399.6719423477776,721.0
68,399.8620648717975,713.0
69,400.0521822089577,715.0
70,400.242294357685,720.0
71,400.4324013164063,728.0
72,400.6225030835482,725.0
73,400.8125996575376,723.0
74,401.0026910368011,719.0
75,401.1927772197656,708.0
76,401.38285820485794,708.0
77,401.5729339905048,712.0
78,401.76300457513287,723.0
79,401.953069957169,725.0
80,402.14313013504,716.0
81,402.33318510717265,725.0
82,402.52323487199357,724.0
83,402.7132794279297,711.0
84,402.9033187734077,720.0
85,403.0933529068544,731.0
86,403.28338182669654,738.0
87,403.4734055313609,743.0
88,403.66342401927426,746.0
89,403.85343728886335,757.0
90,404.04344533855505,751.0
91,404.233448166776,719.0
92,404.42344577195297,694.0
93,404.61343815251286,701.0
94,404.80342530688233,731.0
95,404.9934072334882,751.0
96,405.18338393075715,747.0
97,405.3733553971161,742.0
98,405.56332163099165,739.0
99,405.7532826308107,739.0
100,405.943238395,736.0
101,406.1331889219863,738.0
102,406.32313421019643,734.0
103,406.513074258057,719.0
104,406.70300906399495,728.0
105,406.8929386264369,725.0
106,407.08286294380974,717.0
107,407.2727820145402,748.0
108,407.46269583705504,757.0
109,407.6526044097811,734.0
110,407.842507731145,736.0
111,408.03240579957367,746.0
112,408.22229861349376,746.0
113,408.41218617133217,758.0
114,408.6020684715155,773.0
115,408.79194551247065,766.0
116,408.9818172926244,747.0
117,409.1716838104034,739.0
118,409.36154506423446,728.0
119,409.5514010525444,721.0
120,409.74125177376,732.0
121,409.931097226308,729.0
122,410.1209374086152,728.0
123,410.31077231910825,739.0
124,410.5006019562141,732.0
125,410.6904263183594,732.0
126,410.88024540397095,740.0
127,411.07005921147555,732.0
128,411.25986773929986,738.0
129,411.4496709858708,742.0
130,411.63946894961504,727.0
131,411.82926162895933,728.0
132,412.0190490223306,736.0
133,412.20883112815545,725.0
134,412.3986079448607,717.0
135,412.5883794708732,717.0
136,412.7781457046195,713.0
137,412.9679066445267,716.0
138,413.1576622890213,724.0
139,413.3474126365301,728.0
140,413.53715768548005,734.0
141,413.7268974342977,736.0
142,413.91663188140996,734.0
143,414.1063610252436,738.0
144,414.2960848642253,729.0
145,414.4858033967819,708.0
146,414.67551662134014,706.0
147,414.8652245363268,720.0
148,415.0549271401687,731.0
149,415.2446244312925,731.0
150,415.4343164081251,721.0
151,415.6240030690931,724.0
152,415.8136844126234,727.0
153,416.0033604371427,715.0
154,416.1930311410779,721.0
155,416.38269652285567,747.0
156,416.57235658090275,761.0
157,416.762011313646,755.0
158,416.95166071951206,746.0
159,417.1413047969279,742.0
160,417.33094354432,721.0
161,417.5205769601154,705.0
162,417.71020504274077,708.0
163,417.8998277906229,712.0
164,418.08944520218853,729.0
165,418.2790572758644,732.0
166,418.46866401007736,734.0
167,418.65826540325406,739.0
168,418.84786145382145,719.0
169,419.0374521602062,708.0
170,419.227037520835,713.0
171,419.4166175341348,720.0
172,419.6061921985322,727.0
173,419.7957615124541,715.0
174,419.9853254743271,712.0
175,420.1748840825782,739.0
176,420.3644373356339,744.0
177,420.5539852319213,725.0
178,420.7435277698669,719.0
179,420.93306494789755,723.0
180,421.12259676444,728.0
181,421.31212321792117,727.0
182,421.50164430676756,728.0
183,421.69116002940615,739.0
184,421.8806703842637,739.0
185,422.0701753697669,739.0
186,422.25967498434255,734.0
187,422.44916922641744,725.0
188,422.6386580944183,732.0
189,422.8281415867719,731.0
190,423.01761970190506,721.0
191,423.20709243824444,713.0
192,423.396559794217,717.0
193,423.58602176824934,727.0
194,423.7754783587683,728.0
195,423.9649295642007,729.0
196,424.15437538297317,724.0
197,424.3438158135126,713.0
198,424.53325085424564,708.0
199,424.7226805035992,720.0
200,424.91210476000003,742.0
201,425.10152362187483,755.0
202,425.2909370876504,752.0
203,425.4803451557535,742.0
204,425.6697478246109,729.0
205,425.85914509264944,717.0
206,426.04853695829576,708.0
207,426.2379234199767,712.0
208,426.42730447611905,742.0
209,426.61668012514957,747.0
210,426.806050365495,731.0
211,426.9954151955822,735.0
212,427.1847746138378,732.0
213,427.37412861868864,728.0
214,427.56347720856144,729.0
215,427.7528203818831,728.0
216,427.94215813708036,734.0
217,428.13149047257986,736.0
218,428.32081738680847,739.0
219,428.5101388781929,746.0
220,428.69945494516,743.0
221,428.8887655861365,747.0
222,429.07807079954915,748.0
223,429.26737058382474,743.0
224,429.4566649373901,757.0
225,429.64595385867193,758.0
226,429.83523734609696,740.0
227,430.02451539809203,742.0
228,430.21378801308384,744.0
229,430.40305518949924,738.0
230,430.59231692576503,738.0
231,430.7815732203079,734.0
232,430.97082407155455,725.0
233,431.1600694779319,719.0
234,431.3493094378667,729.0
235,431.53854394978566,738.0
236,431.72777301211556,728.0
237,431.9169966232832,727.0
238,432.1062147817152,720.0
239,432.2954274858386,715.0
240,432.48463473408003,720.0
241,432.6738365248662,721.0
242,432.863032856624,727.0
243,433.0522237277801,734.0
244,433.24140913676126,742.0
245,433.43058908199436,747.0
246,433.61976356190615,738.0
247,433.8089325749233,729.0
248,433.9980961194727,721.0
249,434.18725419398095,717.0
250,434.3764067968751,731.0
251,434.56555392658163,734.0
252,434.7546955815274,728.0
253,434.94383176013923,740.0
254,435.1329624608439,735.0
255,435.3220876820682,709.0
256,435.5112074222387,700.0
257,435.70032167978246,713.0
258,435.8894304531261,727.0
259,436.07853374069634,724.0
260,436.26763154092,735.0
261,436.4567238522239,748.0
262,436.6458106730348,744.0
263,436.8348920017794,742.0
264,437.02396783688454,729.0
265,437.2130381767769,721.0
266,437.4021030198834,728.0
267,437.59116236463063,727.0
268,437.7802162094455,724.0
269,437.9692645527547,728.0
270,438.15830739298497,731.0
271,438.34734472856326,732.0
272,438.5363765579162,732.0
273,438.72540287947055,742.0
274,438.9144236916531,742.0
275,439.1034389928906,725.0
276,439.2924487816099,727.0
277,439.4814530562378,731.0
278,439.6704518152008,742.0
279,439.859445056926,761.0
280,440.04843277984,750.0
281,440.2374149823696,728.0
282,440.4263916629416,720.0
283,440.61536281998275,720.0
284,440.8043284519197,724.0
285,440.99328855717937,724.0
286,441.1822431341885,734.0
287,441.3711921813739,736.0
288,441.56013569716225,731.0
289,441.74907367998037,739.0
290,441.93800612825504,729.0
291,442.12693304041295,725.0
292,442.31585441488096,728.0
293,442.5047702500858,719.0
294,442.6936805444543,732.0
295,442.8825852964132,748.0
296,443.07148450438916,748.0
297,443.26037816680906,746.0
