,wavelength,intensity
0,386.922,732.0
1,387.1124664597978,744.0
2,387.3029278381424,740.0
3,387.49338413346055,747.0
4,387.6838353441789,748.0
5,387.87428146872435,754.0
6,388.0647225055237,755.0
7,388.25515845300373,736.0
8,388.44558930959107,729.0
9,388.6360150737126,740.0
10,388.82643574379506,746.0
11,389.0168513182652,732.0
12,389.20726179554975,711.0
13,389.3976671740756,708.0
14,389.5880674522695,711.0
15,389.77846262855815,706.0
16,389.96885270136835,727.0
17,390.15923766912687,738.0
18,390.3496175302605,721.0
19,390.53999228319594,721.0
20,390.73036192636,732.0
21,390.9207264581795,735.0
22,391.1110858770812,727.0
23,391.30144018149184,717.0
24,391.49178936983816,712.0
25,391.68213344054686,702.0
26,391.8724723920449,705.0
27,392.06280622275904,716.0
28,392.2531349311158,721.0
29,392.44345851554226,728.0
30,392.63377697446504,715.0
31,392.82409030631084,690.0
32,393.0143985095066,690.0
33,393.20470158247895,708.0
34,393.39499952365475,715.0
35,393.5852923314606,701.0
36,393.7755800043235,696.0
37,393.9658625406701,700.0
38,394.15613993892725,690.0
39,394.3464121975216,684.0
40,394.53667931488,681.0
41,394.72694128942925,679.0
42,394.91719811959604,696.0
43,395.10744980380707,701.0
44,395.29769634048927,698.0
45,395.48793772806937,717.0
46,395.6781739649741,728.0
47,395.8684050496303,705.0
48,396.05863098046467,681.0
49,396.248851755904,684.0
50,396.43906737437504,694.0
51,396.62927783430456,688.0
52,396.81948313411937,679.0
53,397.0096832722462,681.0
54,397.1998782471119,682.0
55,397.39006805714314,696.0
56,397.5802527007668,692.0
57,397.7704321764095,670.0
58,397.96060648249806,670.0
59,398.1507756174593,685.0
60,398.34093957972,701.0
61,398.5310983677069,709.0
62,398.7212519798468,719.0
63,398.9114004145664,717.0
64,399.10154367029253,702.0
65,399.29168174545197,702.0
66,399.4818146384714,698.0
67,399.6719423477776,688.0
68,399.8620648717975,690.0
69,400.0521822089577,694.0
70,400.242294357685,698.0
71,400.4324013164063,706.0
72,400.6225030835482,706.0
73,400.8125996575376,702.0
74,401.0026910368011,702.0
75,401.1927772197656,704.0
76,401.38285820485794,702.0
77,401.5729339905048,702.0
78,401.76300457513287,717.0
79,401.953069957169,725.0
80,402.14313013504,711.0
81,402.33318510717265,706.0
82,402.52323487199357,700.0
83,402.7132794279297,688.0
84,402.9033187734077,694.0
85,403.0933529068544,696.0
86,403.28338182669654,693.0
87,403.4734055313609,704.0
88,403.66342401927426,721.0
89,403.85343728886335,729.0
90,404.04344533855505,713.0
91,404.233448166776,688.0
92,404.42344577195297,675.0
93,404.61343815251286,677.0
94,404.80342530688233,696.0
95,404.9934072334882,712.0
96,405.18338393075715,709.0
97,405.3733553971161,709.0
98,405.56332163099165,719.0
99,405.7532826308107,727.0
100,405.943238395,721.0
101,406.1331889219863,717.0
102,406.32313421019643,712.0
103,406.513074258057,697.0
104,406.70300906399495,701.0
105,406.8929386264369,709.0
106,407.08286294380974,706.0
107,407.2727820145402,719.0
108,407.46269583705504,717.0
109,407.6526044097811,696.0
110,407.842507731145,701.0
111,408.03240579957367,712.0
112,408.22229861349376,715.0
113,408.41218617133217,723.0
114,408.6020684715155,724.0
115,408.79194551247065,719.0
116,408.9818172926244,711.0
117,409.1716838104034,716.0
118,409.36154506423446,717.0
119,409.5514010525444,705.0
120,409.74125177376,704.0
121,409.931097226308,702.0
122,410.1209374086152,705.0
123,410.31077231910825,711.0
124,410.5006019562141,704.0
125,410.6904263183594,705.0
126,410.88024540397095,708.0
127,411.07005921147555,700.0
128,411.25986773929986,701.0
129,411.4496709858708,704.0
130,411.63946894961504,702.0
131,411.82926162895933,709.0
132,412.0190490223306,713.0
133,412.20883112815545,711.0
134,412.3986079448607,705.0
135,412.5883794708732,696.0
136,412.7781457046195,693.0
137,412.9679066445267,698.0
138,413.1576622890213,702.0
139,413.3474126365301,701.0
140,413.53715768548005,708.0
141,413.7268974342977,713.0
142,413.91663188140996,711.0
143,414.1063610252436,716.0
144,414.2960848642253,701.0
145,414.4858033967819,678.0
146,414.67551662134014,692.0
147,414.8652245363268,713.0
148,415.0549271401687,728.0
149,415.2446244312925,736.0
150,415.4343164081251,719.0
151,415.6240030690931,700.0
152,415.8136844126234,693.0
153,416.0033604371427,681.0
154,416.1930311410779,679.0
155,416.38269652285567,696.0
156,416.57235658090275,709.0
157,416.762011313646,712.0
158,416.95166071951206,709.0
159,417.1413047969279,708.0
160,417.33094354432,696.0
161,417.5205769601154,689.0
162,417.71020504274077,693.0
163,417.8998277906229,685.0
164,418.08944520218853,682.0
165,418.2790572758644,682.0
166,418.46866401007736,693.0
167,418.65826540325406,709.0
168,418.84786145382145,692.0
169,419.0374521602062,670.0
170,419.227037520835,667.0
171,419.4166175341348,681.0
172,419.6061921985322,693.0
173,419.7957615124541,682.0
174,419.9853254743271,685.0
175,420.1748840825782,715.0
176,420.3644373356339,728.0
177,420.5539852319213,716.0
178,420.7435277698669,698.0
179,420.93306494789755,693.0
180,421.12259676444,694.0
181,421.31212321792117,686.0
182,421.50164430676756,693.0
183,421.69116002940615,705.0
184,421.8806703842637,706.0
185,422.0701753697669,704.0
186,422.25967498434255,692.0
187,422.44916922641744,688.0
188,422.6386580944183,693.0
189,422.8281415867719,684.0
190,423.01761970190506,675.0
191,423.20709243824444,675.0
192,423.396559794217,682.0
193,423.58602176824934,698.0
194,423.7754783587683,702.0
195,423.9649295642007,705.0
196,424.15437538297317,702.0
197,424.3438158135126,692.0
198,424.53325085424564,688.0
199,424.7226805035992,696.0
200,424.91210476000003,711.0
201,425.10152362187483,725.0
202,425.2909370876504,739.0
203,425.4803451557535,739.0
204,425.6697478246109,724.0
205,425.85914509264944,715.0
206,426.04853695829576,709.0
207,426.2379234199767,700.0
208,426.42730447611905,706.0
209,426.61668012514957,709.0
210,426.806050365495,700.0
211,426.9954151955822,709.0
212,427.1847746138378,713.0
213,427.37412861868864,706.0
214,427.56347720856144,705.0
215,427.7528203818831,709.0
216,427.94215813708036,727.0
217,428.13149047257986,728.0
218,428.32081738680847,717.0
219,428.5101388781929,720.0
220,428.69945494516,723.0
221,428.8887655861365,723.0
222,429.07807079954915,708.0
223,429.26737058382474,696.0
224,429.4566649373901,716.0
225,429.64595385867193,729.0
226,429.83523734609696,721.0
227,430.02451539809203,720.0
228,430.21378801308384,716.0
229,430.40305518949924,716.0
230,430.59231692576503,716.0
231,430.7815732203079,701.0
232,430.97082407155455,697.0
233,431.1600694779319,705.0
234,431.3493094378667,719.0
235,431.53854394978566,719.0
236,431.72777301211556,708.0
237,431.9169966232832,706.0
238,432.1062147817152,690.0
239,432.2954274858386,678.0
240,432.48463473408003,690.0
241,432.6738365248662,702.0
242,432.863032856624,716.0
243,433.0522237277801,731.0
244,433.24140913676126,738.0
245,433.43058908199436,731.0
246,433.61976356190615,715.0
247,433.8089325749233,713.0
248,433.9980961194727,711.0
249,434.18725419398095,700.0
250,434.3764067968751,720.0
251,434.56555392658163,732.0
252,434.7546955815274,721.0
253,434.94383176013923,724.0
254,435.1329624608439,716.0
255,435.3220876820682,694.0
256,435.5112074222387,686.0
257,435.70032167978246,693.0
258,435.8894304531261,701.0
259,436.07853374069634,704.0
260,436.26763154092,721.0
261,436.4567238522239,732.0
262,436.6458106730348,725.0
263,436.8348920017794,721.0
264,437.02396783688454,713.0
265,437.2130381767769,709.0
266,437.4021030198834,713.0
267,437.59116236463063,721.0
268,437.7802162094455,729.0
269,437.9692645527547,727.0
270,438.15830739298497,721.0
271,438.34734472856326,721.0
272,438.5363765579162,715.0
273,438.72540287947055,720.0
274,438.9144236916531,721.0
275,439.1034389928906,702.0
276,439.2924487816099,696.0
277,439.4814530562378,702.0
278,439.6704518152008,723.0
279,439.859445056926,742.0
280,440.04843277984,727.0
281,440.2374149823696,704.0
282,440.4263916629416,704.0
283,440.61536281998275,705.0
284,440.8043284519197,702.0
285,440.99328855717937,694.0
286,441.1822431341885,690.0
287,441.3711921813739,698.0
288,441.56013569716225,702.0
289,441.74907367998037,716.0
290,441.93800612825504,716.0
291,442.12693304041295,698.0
292,442.31585441488096,690.0
293,442.5047702500858,692.0
294,442.6936805444543,708.0
295,442.8825852964132,713.0
296,443.07148450438916,705.0
297,443.26037816680906,706.0
298,443.4492662820997,713.0
299,443.63814884868776,719.0
300,443.827025865,713.0
301,444.0158973294633,713.0
302,444.2047632405044,729.0
303,444.39362359655,727.0
304,444.58247839602694,715.0
305,444.77132763736194,715.0
306,444.9601713189817,711.0
307,445.1490094393132,717.0
308,445.3378419967831,723.0
309,445.52666898981806,708.0
310,445.715490416845,701.0
311,445.9043062762907,708.0
312,446.0931165665818,729.0
313,446.2819212861452,744.0
314,446.4707204334075,732.0
315,446.65951400679563,717.0
316,446.84830200473635,701.0
317,447.03708442565636,697.0
318,447.22586126798245,721.0
319,447.41463253014143,731.0
320,447.60339821056004,723.0
321,447.79215830766503,725.0
322,447.98091281988314,731.0
323,448.1696617456413,727.0
324,448.3584050833661,713.0
325,448.5471428314844,705.0
326,448.73587498842295,698.0
327,448.9246015526085,690.0
328,449.11332252246785,701.0
329,449.3020378964278,702.0
330,449.49074767291506,689.0
331,449.6794518503564,700.0
332,449.86815042717853,716.0
333,450.05684340180846,725.0
334,450.2455307726727,727.0
335,450.43421253819815,717.0
336,450.6228886968115,706.0
337,450.8115592469396,709.0
338,451.0002241870092,724.0
339,451.1888835154471,724.0
340,451.37753723068005,708.0
341,451.5661853311347,701.0
342,451.754827815238,696.0
343,451.9434646814166,684.0
344,452.1320959280973,669.0
345,452.32072155370696,650.0
346,452.5093415566722,652.0
347,452.6979559354198,679.0
348,452.88656468837667,685.0
349,453.07516781396953,658.0
350,453.263765310625,646.0
351,453.4523571767701,654.0
352,453.64094341083137,651.0
353,453.8295240112357,639.0
354,454.0180989764099,647.0
355,454.20666830478064,659.0
356,454.39523199477475,661.0
357,454.58379004481895,666.0
358,454.7723424533401,667.0
359,454.96088921876486,665.0
360,455.14943033952005,661.0
361,455.33796581403243,655.0
362,455.52649564072874,648.0
363,455.7150198180359,643.0
364,455.9035383443805,652.0
365,456.0920512181894,662.0
366,456.28055843788934,663.0
367,456.4690600019071,662.0
368,456.65755590866945,650.0
369,456.84604615660317,655.0
370,457.03453074413505,665.0
371,457.2230096696918,652.0
372,457.41148293170016,654.0
373,457.59995052858704,671.0
374,457.78841245877913,686.0
375,457.9768687207032,681.0
376,458.165319312786,655.0
377,458.3537642334543,644.0
378,458.54220348113483,648.0
379,458.73063705425454,642.0
380,458.91906495124,642.0
381,459.10748717051814,648.0
382,459.2959037105156,652.0
383,459.48431456965926,661.0
384,459.67271974637566,663.0
385,459.86111923909186,662.0
386,460.04951304623455,655.0
387,460.2379011662304,661.0
388,460.42628359750626,666.0
389,460.6146603384889,636.0
390,460.803031387605,635.0
391,460.99139674328154,665.0
392,461.179756403945,661.0
393,461.36811036802237,643.0
394,461.55645863394034,629.0
395,461.7448012001256,633.0
396,461.93313806500515,650.0
397,462.12146922700555,647.0
398,462.3097946845537,643.0
399,462.4981144360762,647.0
400,462.68642847999996,652.0
401,462.8747368147518,651.0
402,463.0630394387584,640.0
403,463.2513363504465,633.0
404,463.4396275482429,631.0
405,463.6279130305744,638.0
406,463.8161927958678,647.0
407,464.00446684254973,636.0
408,464.19273516904707,632.0
409,464.3809977737866,650.0
410,464.56925465519504,650.0
411,464.75750581169916,635.0
412,464.94575124172576,628.0
413,465.1339909437017,636.0
414,465.32222491605353,631.0
415,465.51045315720813,605.0
416,465.69867566559236,616.0
417,465.88689243963285,644.0
418,466.0751034777565,644.0
419,466.2633087783899,646.0
420,466.45150833996,643.0
421,466.63970216089353,633.0
422,466.8278902396172,636.0
423,467.01607257455777,643.0
424,467.2042491641421,651.0
425,467.3924200067969,654.0
426,467.5805851009489,650.0
427,467.768744445025,647.0
428,467.9568980374519,639.0
429,468.1450458766563,635.0
430,468.333187961065,632.0
431,468.5213242891049,632.0
432,468.7094548592026,642.0
433,468.89757966978493,643.0
434,469.0856987192787,648.0
435,469.2738120061107,655.0
436,469.4619195287076,650.0
437,469.65002128549617,642.0
438,469.8381172749033,635.0
439,470.02620749535566,628.0
440,470.21429194528,629.0
441,470.40237062310325,632.0
442,470.59044352725203,644.0
443,470.77851065615306,661.0
444,470.9665720082333,658.0
445,471.15462758191944,666.0
446,471.3426773756381,670.0
447,471.53072138781624,654.0
448,471.7187596168807,643.0
449,471.906792061258,635.0
450,472.09481871937504,642.0
451,472.2828395896586,656.0
452,472.4708546705354,670.0
453,472.65886396043226,674.0
454,472.84686745777594,658.0
455,473.03486516099315,651.0
456,473.22285706851073,650.0
457,473.4108431787555,642.0
458,473.5988234901541,647.0
459,473.7867980011333,659.0
460,473.97476671012004,663.0
461,474.1627296155409,674.0
